tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-02-28 06:00,supplier_1,supplier,0,927.9,,,,,,,,,,,,,30,hitl
0,2026-02-28 06:00,farm_1,farm,0,,759.0,0.0222,,,,,,,,,,,30,hitl
0,2026-02-28 06:00,slaughterhouse_1,slaughterhouse,0,,,,493.0,287.24,,,,,,,,,30,hitl
0,2026-02-28 06:00,wholesaler_1,wholesaler,0,,,,,,158.7,13.8,,,,,,,30,hitl
0,2026-02-28 06:00,retail_1,retail,0,,,,,,,,85.09,30.0,0.0,0.0,3.17,0.0,30,hitl
1,2026-02-28 06:15,supplier_1,supplier,0,926.59,,,,,,,,,,,,,30,hitl
1,2026-02-28 06:15,farm_1,farm,0,,759.0,0.0222,,,,,,,,,,,30,hitl
1,2026-02-28 06:15,slaughterhouse_1,slaughterhouse,0,,,,493.0,300.5,,,,,,,,,30,hitl
1,2026-02-28 06:15,wholesaler_1,wholesaler,0,,,,,,180.66,13.8,,,,,,,30,hitl
1,2026-02-28 06:15,retail_1,retail,0,,,,,,,,92.3,30.0,0.0,0.0,3.17,0.0,30,hitl
2,2026-02-28 06:30,supplier_1,supplier,0,925.6,,,,,,,,,,,,,30,hitl
2,2026-02-28 06:30,farm_1,farm,0,,759.0,0.0222,,,,,,,,,,,30,hitl
2,2026-02-28 06:30,slaughterhouse_1,slaughterhouse,0,,,,493.0,313.48,,,,,,,,,30,hitl
2,2026-02-28 06:30,wholesaler_1,wholesaler,0,,,,,,178.62,13.8,,,,,,,30,hitl
2,2026-02-28 06:30,retail_1,retail,0,,,,,,,,91.45,30.0,0.0,0.0,3.17,0.0,30,hitl
3,2026-02-28 06:45,supplier_1,supplier,0,924.77,,,,,,,,,,,,,30,hitl
3,2026-02-28 06:45,farm_1,farm,0,,759.0,0.0222,,,,,,,,,,,30,hitl
3,2026-02-28 06:45,slaughterhouse_1,slaughterhouse,0,,,,493.0,326.63,,,,,,,,,30,hitl
3,2026-02-28 06:45,wholesaler_1,wholesaler,0,,,,,,176.92,13.8,,,,,,,30,hitl
