tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-13 06:00,supplier_1,supplier,0,906.14,,,,,,,,,,,,,67,hitl
0,2026-05-13 06:00,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
0,2026-05-13 06:00,slaughterhouse_1,slaughterhouse,0,,,,358.0,226.67,,,,,,,,,67,hitl
0,2026-05-13 06:00,wholesaler_1,wholesaler,0,,,,,,160.42,11.4,,,,,,,67,hitl
0,2026-05-13 06:00,retail_1,retail,0,,,,,,,,88.35,30.0,0.0,0.0,14.48,0.0,67,hitl
1,2026-05-13 06:15,supplier_1,supplier,0,904.78,,,,,,,,,,,,,67,hitl
1,2026-05-13 06:15,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
1,2026-05-13 06:15,slaughterhouse_1,slaughterhouse,0,,,,358.0,236.79,,,,,,,,,67,hitl
1,2026-05-13 06:15,wholesaler_1,wholesaler,0,,,,,,182.38,11.4,,,,,,,67,hitl
1,2026-05-13 06:15,retail_1,retail,0,,,,,,,,92.99,30.0,0.0,0.0,14.48,0.0,67,hitl
2,2026-05-13 06:30,supplier_1,supplier,0,904.06,,,,,,,,,,,,,67,hitl
2,2026-05-13 06:30,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
2,2026-05-13 06:30,slaughterhouse_1,slaughterhouse,0,,,,358.0,246.48,,,,,,,,,67,hitl
2,2026-05-13 06:30,wholesaler_1,wholesaler,0,,,,,,180.43,11.4,,,,,,,67,hitl
2,2026-05-13 06:30,retail_1,retail,0,,,,,,,,89.52,30.0,0.0,0.0,14.48,0.0,67,hitl
3,2026-05-13 06:45,supplier_1,supplier,0,903.4,,,,,,,,,,,,,67,hitl
3,2026-05-13 06:45,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
3,2026-05-13 06:45,slaughterhouse_1,slaughterhouse,0,,,,358.0,256.05,,,,,,,,,67,hitl
3,2026-05-13 06:45,wholesaler_1,wholesaler,0,,,,,,177.54,11.4,,,,,,,67,hitl
3,2026-05-13 06:45,retail_1,retail,0,,,,,,,,85.52,30.0,0.0,0.0,14.48,0.0,67,hitl
4,2026-05-13 07:00,supplier_1,supplier,0,902.6,,,,,,,,,,,,,67,hitl
4,2026-05-13 07:00,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
4,2026-05-13 07:00,slaughterhouse_1,slaughterhouse,0,,,,358.0,265.43,,,,,,,,,67,hitl
4,2026-05-13 07:00,wholesaler_1,wholesaler,0,,,,,,167.23,11.4,,,,,,,67,hitl
4,2026-05-13 07:00,retail_1,retail,0,,,,,,,,82.04,30.0,0.0,0.0,14.48,0.0,67,hitl
5,2026-05-13 07:15,supplier_1,supplier,0,901.28,,,,,,,,,,,,,67,hitl
5,2026-05-13 07:15,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
5,2026-05-13 07:15,slaughterhouse_1,slaughterhouse,0,,,,358.0,275.68,,,,,,,,,67,hitl
5,2026-05-13 07:15,wholesaler_1,wholesaler,0,,,,,,165.57,11.4,,,,,,,67,hitl
5,2026-05-13 07:15,retail_1,retail,0,,,,,,,,86.1,30.0,0.0,0.0,14.48,0.0,67,hitl
6,2026-05-13 07:30,supplier_1,supplier,0,899.81,,,,,,,,,,,,,67,hitl
6,2026-05-13 07:30,farm_1,farm,0,,761.0,0.018,,,,,,,,,,,67,hitl
6,2026-05-13 07:30,slaughterhouse_1,slaughterhouse,0,,,,358.0,285.75,,,,,,,,,67,hitl
6,2026-05-13 07:30,wholesaler_1,wholesaler,0,,,,,,163.06,11.4,,,,,,,67,hitl
6,2026-05-13 07:30,retail_1,retail,0,,,,,,,,82.59,30.0,0.0,0.0,14.48,0.0,67,hitl
