tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-07-08 06:00,supplier_1,supplier,0,922.17,,,,,,,,,,,,,95,hitl
0,2026-07-08 06:00,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
0,2026-07-08 06:00,slaughterhouse_1,slaughterhouse,0,,,,379.0,234.91,,,,,,,,,95,hitl
0,2026-07-08 06:00,wholesaler_1,wholesaler,0,,,,,,157.82,10.3,,,,,,,95,hitl
0,2026-07-08 06:00,retail_1,retail,0,,,,,,,,88.84,30.0,0.0,0.0,14.48,0.0,95,hitl
1,2026-07-08 06:15,supplier_1,supplier,0,921.39,,,,,,,,,,,,,95,hitl
1,2026-07-08 06:15,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
1,2026-07-08 06:15,slaughterhouse_1,slaughterhouse,0,,,,379.0,245.53,,,,,,,,,95,hitl
1,2026-07-08 06:15,wholesaler_1,wholesaler,0,,,,,,180.21,10.3,,,,,,,95,hitl
1,2026-07-08 06:15,retail_1,retail,0,,,,,,,,93.16,30.0,0.0,0.0,14.48,0.0,95,hitl
2,2026-07-08 06:30,supplier_1,supplier,0,920.19,,,,,,,,,,,,,95,hitl
2,2026-07-08 06:30,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
2,2026-07-08 06:30,slaughterhouse_1,slaughterhouse,0,,,,379.0,255.56,,,,,,,,,95,hitl
2,2026-07-08 06:30,wholesaler_1,wholesaler,0,,,,,,178.58,10.3,,,,,,,95,hitl
2,2026-07-08 06:30,retail_1,retail,0,,,,,,,,89.45,30.0,0.0,0.0,14.48,0.0,95,hitl
3,2026-07-08 06:45,supplier_1,supplier,0,919.15,,,,,,,,,,,,,95,hitl
3,2026-07-08 06:45,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
3,2026-07-08 06:45,slaughterhouse_1,slaughterhouse,0,,,,379.0,265.59,,,,,,,,,95,hitl
3,2026-07-08 06:45,wholesaler_1,wholesaler,0,,,,,,175.66,10.3,,,,,,,95,hitl
3,2026-07-08 06:45,retail_1,retail,0,,,,,,,,85.65,30.0,0.0,0.0,14.48,0.0,95,hitl
4,2026-07-08 07:00,supplier_1,supplier,0,917.76,,,,,,,,,,,,,95,hitl
4,2026-07-08 07:00,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
4,2026-07-08 07:00,slaughterhouse_1,slaughterhouse,0,,,,379.0,275.72,,,,,,,,,95,hitl
4,2026-07-08 07:00,wholesaler_1,wholesaler,0,,,,,,165.18,10.3,,,,,,,95,hitl
4,2026-07-08 07:00,retail_1,retail,0,,,,,,,,82.02,30.0,0.0,0.0,14.48,0.0,95,hitl
5,2026-07-08 07:15,supplier_1,supplier,0,916.71,,,,,,,,,,,,,95,hitl
5,2026-07-08 07:15,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
5,2026-07-08 07:15,slaughterhouse_1,slaughterhouse,0,,,,379.0,285.46,,,,,,,,,95,hitl
5,2026-07-08 07:15,wholesaler_1,wholesaler,0,,,,,,163.67,10.3,,,,,,,95,hitl
5,2026-07-08 07:15,retail_1,retail,0,,,,,,,,86.4,30.0,0.0,0.0,14.48,0.0,95,hitl
6,2026-07-08 07:30,supplier_1,supplier,0,916.03,,,,,,,,,,,,,95,hitl
6,2026-07-08 07:30,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
6,2026-07-08 07:30,slaughterhouse_1,slaughterhouse,0,,,,379.0,295.93,,,,,,,,,95,hitl
6,2026-07-08 07:30,wholesaler_1,wholesaler,0,,,,,,161.89,10.3,,,,,,,95,hitl
6,2026-07-08 07:30,retail_1,retail,0,,,,,,,,82.97,30.0,0.0,0.0,14.48,0.0,95,hitl
7,2026-07-08 07:45,supplier_1,supplier,0,915.2,,,,,,,,,,,,,95,hitl
7,2026-07-08 07:45,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
7,2026-07-08 07:45,slaughterhouse_1,slaughterhouse,0,,,,379.0,306.57,,,,,,,,,95,hitl
7,2026-07-08 07:45,wholesaler_1,wholesaler,0,,,,,,160.04,10.3,,,,,,,95,hitl
7,2026-07-08 07:45,retail_1,retail,0,,,,,,,,79.08,30.0,0.0,0.0,14.48,0.0,95,hitl
8,2026-07-08 08:00,supplier_1,supplier,0,914.03,,,,,,,,,,,,,95,hitl
8,2026-07-08 08:00,farm_1,farm,0,,769.0,0.0227,,,,,,,,,,,95,hitl
8,2026-07-08 08:00,slaughterhouse_1,slaughterhouse,0,,,,379.0,293.3,,,,,,,,,95,hitl
