tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-01-09 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.922,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",5
36,2026-01-09 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.487,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",5
36,2026-01-09 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,override,0.282,0.4,1,reorder_request +20,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,5
176,2026-01-11 02:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.076,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",5
176,2026-01-11 02:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,override,0.136,0.4,1,demand_estimate ×0.95,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,5
288,2026-01-12 06:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.435,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",5
288,2026-01-12 06:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,timeout,1.525,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager tidak merespons dalam 1.5h → auto-accept,5
288,2026-01-12 06:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,override,0.087,0.4,2,reorder_request +30; safety_stock ×1.10,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,5
360,2026-01-13 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.364,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",5
360,2026-01-13 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.907,0.93,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager memodifikasi instruksi (faktor=0.93) — pendekatan lebih konservatif,5
360,2026-01-13 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,timeout,0.532,1.0,2,reorder_request +30; safety_stock ×1.10,Store Manager tidak merespons dalam 0.5h → auto-accept,5
