tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-03-18 06:00,supplier_1,supplier,0,925.82,,,,,,,,,,,,,39,hitl
0,2026-03-18 06:00,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
0,2026-03-18 06:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,314.15,,,,,,,,,39,hitl
0,2026-03-18 06:00,wholesaler_1,wholesaler,0,,,,,,173.48,6.5,,,,,,,39,hitl
0,2026-03-18 06:00,retail_1,retail,0,,,,,,,,82.41,30.0,0.0,0.0,3.58,0.0,39,hitl
1,2026-03-18 06:15,supplier_1,supplier,0,924.37,,,,,,,,,,,,,39,hitl
1,2026-03-18 06:15,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
1,2026-03-18 06:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,328.82,,,,,,,,,39,hitl
1,2026-03-18 06:15,wholesaler_1,wholesaler,0,,,,,,195.09,6.5,,,,,,,39,hitl
1,2026-03-18 06:15,retail_1,retail,0,,,,,,,,89.58,30.0,0.0,0.0,3.58,0.0,39,hitl
2,2026-03-18 06:30,supplier_1,supplier,0,923.61,,,,,,,,,,,,,39,hitl
2,2026-03-18 06:30,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
2,2026-03-18 06:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,343.03,,,,,,,,,39,hitl
2,2026-03-18 06:30,wholesaler_1,wholesaler,0,,,,,,192.51,6.5,,,,,,,39,hitl
2,2026-03-18 06:30,retail_1,retail,0,,,,,,,,88.72,30.0,0.0,0.0,3.58,0.0,39,hitl
3,2026-03-18 06:45,supplier_1,supplier,0,922.16,,,,,,,,,,,,,39,hitl
3,2026-03-18 06:45,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
3,2026-03-18 06:45,slaughterhouse_1,slaughterhouse,0,,,,500.0,358.02,,,,,,,,,39,hitl
3,2026-03-18 06:45,wholesaler_1,wholesaler,0,,,,,,190.19,6.5,,,,,,,39,hitl
3,2026-03-18 06:45,retail_1,retail,0,,,,,,,,87.92,30.0,0.0,0.0,3.58,0.0,39,hitl
4,2026-03-18 07:00,supplier_1,supplier,0,921.52,,,,,,,,,,,,,39,hitl
4,2026-03-18 07:00,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
4,2026-03-18 07:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,371.91,,,,,,,,,39,hitl
4,2026-03-18 07:00,wholesaler_1,wholesaler,0,,,,,,179.89,6.5,,,,,,,39,hitl
4,2026-03-18 07:00,retail_1,retail,0,,,,,,,,87.02,30.0,0.0,0.0,3.58,0.0,39,hitl
5,2026-03-18 07:15,supplier_1,supplier,0,920.79,,,,,,,,,,,,,39,hitl
5,2026-03-18 07:15,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
5,2026-03-18 07:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,386.24,,,,,,,,,39,hitl
5,2026-03-18 07:15,wholesaler_1,wholesaler,0,,,,,,178.29,6.5,,,,,,,39,hitl
5,2026-03-18 07:15,retail_1,retail,0,,,,,,,,94.18,30.0,0.0,0.0,3.58,0.0,39,hitl
6,2026-03-18 07:30,supplier_1,supplier,0,920.13,,,,,,,,,,,,,39,hitl
6,2026-03-18 07:30,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
6,2026-03-18 07:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,400.0,,,,,,,,,39,hitl
6,2026-03-18 07:30,wholesaler_1,wholesaler,0,,,,,,176.67,6.5,,,,,,,39,hitl
6,2026-03-18 07:30,retail_1,retail,0,,,,,,,,93.27,30.0,0.0,0.0,3.58,0.0,39,hitl
7,2026-03-18 07:45,supplier_1,supplier,0,919.49,,,,,,,,,,,,,39,hitl
7,2026-03-18 07:45,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
7,2026-03-18 07:45,slaughterhouse_1,slaughterhouse,0,,,,500.0,400.0,,,,,,,,,39,hitl
7,2026-03-18 07:45,wholesaler_1,wholesaler,0,,,,,,173.8,6.5,,,,,,,39,hitl
7,2026-03-18 07:45,retail_1,retail,0,,,,,,,,92.29,30.0,0.0,0.0,3.58,0.0,39,hitl
8,2026-03-18 08:00,supplier_1,supplier,0,918.88,,,,,,,,,,,,,39,hitl
8,2026-03-18 08:00,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
8,2026-03-18 08:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,376.0,,,,,,,,,39,hitl
8,2026-03-18 08:00,wholesaler_1,wholesaler,0,,,,,,163.9,6.5,,,,,,,39,hitl
8,2026-03-18 08:00,retail_1,retail,0,,,,,,,,91.46,30.0,0.0,0.0,3.58,0.0,39,hitl
9,2026-03-18 08:15,supplier_1,supplier,0,918.32,,,,,,,,,,,,,39,hitl
9,2026-03-18 08:15,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
9,2026-03-18 08:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,389.78,,,,,,,,,39,hitl
9,2026-03-18 08:15,wholesaler_1,wholesaler,0,,,,,,185.27,6.5,,,,,,,39,hitl
9,2026-03-18 08:15,retail_1,retail,0,,,,,,,,98.5,30.0,0.0,0.0,3.58,0.0,39,hitl
10,2026-03-18 08:30,supplier_1,supplier,0,917.76,,,,,,,,,,,,,39,hitl
10,2026-03-18 08:30,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
10,2026-03-18 08:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,400.0,,,,,,,,,39,hitl
10,2026-03-18 08:30,wholesaler_1,wholesaler,0,,,,,,182.49,6.5,,,,,,,39,hitl
10,2026-03-18 08:30,retail_1,retail,0,,,,,,,,97.64,30.0,0.0,0.0,3.58,0.0,39,hitl
11,2026-03-18 08:45,supplier_1,supplier,0,916.57,,,,,,,,,,,,,39,hitl
11,2026-03-18 08:45,farm_1,farm,0,,747.0,0.0249,,,,,,,,,,,39,hitl
