tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-01-23 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.879,0.82,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.82) — pendekatan lebih konservatif,12
36,2026-01-23 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.288,0.858,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.86) — pendekatan lebih konservatif,12
36,2026-01-23 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.3,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",12
72,2026-01-24 00:00,wholesaler,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,modify,1.176,0.895,1,reorder_point ×1.10,Distribution Manager memodifikasi instruksi (faktor=0.89) — pendekatan lebih konservatif,12
72,2026-01-24 00:00,retail,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,modify,0.237,0.766,2,reorder_request +25; demand_estimate ×1.10,Store Manager memodifikasi instruksi (faktor=0.77) — pendekatan lebih konservatif,12
72,2026-01-24 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.714,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",12
72,2026-01-24 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.978,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",12
72,2026-01-24 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.258,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.485,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.157,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.354,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",12
