tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-06-08 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.768,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,80
36,2026-06-08 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.354,0.904,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.90) — pendekatan lebih konservatif,80
36,2026-06-08 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.135,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
108,2026-06-09 09:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.116,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,80
108,2026-06-09 09:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.628,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
108,2026-06-09 09:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.19,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
180,2026-06-10 03:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,1.743,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
180,2026-06-10 03:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.329,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
180,2026-06-10 03:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.397,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",80
192,2026-06-10 06:00,farm,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,modify,1.636,0.879,1,outgoing_orders ×0.60,Farm Manager memodifikasi instruksi (faktor=0.88) — pendekatan lebih konservatif,80
192,2026-06-10 06:00,slaughterhouse,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,accept,0.705,1.0,2,processing_delay -1.0; queue_length ×0.90,"Operations Manager menerima rekomendasi coordinator (R5, urgency=high)",80
192,2026-06-10 06:00,wholesaler,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,timeout,1.56,1.0,2,pending_shipments ×0.70; inventory_level ×1.00,Distribution Manager tidak merespons dalam 1.5h → auto-accept,80
216,2026-06-10 12:00,farm,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,accept,0.933,1.0,1,outgoing_orders ×0.75,"Farm Manager menerima rekomendasi coordinator (R6, urgency=normal)",80
216,2026-06-10 12:00,slaughterhouse,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,accept,0.664,1.0,2,worker_availability ×1.10; processing_delay -1.0,"Operations Manager menerima rekomendasi coordinator (R6, urgency=normal)",80
216,2026-06-10 12:00,wholesaler,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,accept,0.776,1.0,1,reorder_point ×1.15,"Distribution Manager menerima rekomendasi coordinator (R6, urgency=normal)",80
252,2026-06-10 21:00,farm,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,modify,1.747,0.886,1,outgoing_orders ×0.60,Farm Manager memodifikasi instruksi (faktor=0.89) — pendekatan lebih konservatif,80
252,2026-06-10 21:00,slaughterhouse,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,accept,0.778,1.0,2,processing_delay -1.0; queue_length ×0.90,"Operations Manager menerima rekomendasi coordinator (R5, urgency=high)",80
252,2026-06-10 21:00,wholesaler,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,accept,0.085,1.0,2,pending_shipments ×0.70; inventory_level ×1.00,"Distribution Manager menerima rekomendasi coordinator (R5, urgency=high)",80
