tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-01-11 06:00,supplier_1,supplier,0,926.08,,,,,,,,,,,,,6,hitl
0,2026-01-11 06:00,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
0,2026-01-11 06:00,slaughterhouse_1,slaughterhouse,0,,,,497.0,269.09,,,,,,,,,6,hitl
0,2026-01-11 06:00,wholesaler_1,wholesaler,0,,,,,,162.42,6.4,,,,,,,6,hitl
0,2026-01-11 06:00,retail_1,retail,0,,,,,,,,82.51,30.0,0.0,0.0,3.58,0.0,6,hitl
1,2026-01-11 06:15,supplier_1,supplier,0,924.61,,,,,,,,,,,,,6,hitl
1,2026-01-11 06:15,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
1,2026-01-11 06:15,slaughterhouse_1,slaughterhouse,0,,,,497.0,283.46,,,,,,,,,6,hitl
1,2026-01-11 06:15,wholesaler_1,wholesaler,0,,,,,,183.91,6.4,,,,,,,6,hitl
1,2026-01-11 06:15,retail_1,retail,0,,,,,,,,89.72,30.0,0.0,0.0,3.58,0.0,6,hitl
2,2026-01-11 06:30,supplier_1,supplier,0,923.72,,,,,,,,,,,,,6,hitl
2,2026-01-11 06:30,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
2,2026-01-11 06:30,slaughterhouse_1,slaughterhouse,0,,,,497.0,296.56,,,,,,,,,6,hitl
2,2026-01-11 06:30,wholesaler_1,wholesaler,0,,,,,,181.26,6.4,,,,,,,6,hitl
2,2026-01-11 06:30,retail_1,retail,0,,,,,,,,88.8,30.0,0.0,0.0,3.58,0.0,6,hitl
3,2026-01-11 06:45,supplier_1,supplier,0,922.29,,,,,,,,,,,,,6,hitl
3,2026-01-11 06:45,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
3,2026-01-11 06:45,slaughterhouse_1,slaughterhouse,0,,,,497.0,309.8,,,,,,,,,6,hitl
3,2026-01-11 06:45,wholesaler_1,wholesaler,0,,,,,,178.68,6.4,,,,,,,6,hitl
3,2026-01-11 06:45,retail_1,retail,0,,,,,,,,87.8,30.0,0.0,0.0,3.58,0.0,6,hitl
4,2026-01-11 07:00,supplier_1,supplier,0,921.48,,,,,,,,,,,,,6,hitl
4,2026-01-11 07:00,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
4,2026-01-11 07:00,slaughterhouse_1,slaughterhouse,0,,,,497.0,322.87,,,,,,,,,6,hitl
4,2026-01-11 07:00,wholesaler_1,wholesaler,0,,,,,,168.93,6.4,,,,,,,6,hitl
4,2026-01-11 07:00,retail_1,retail,0,,,,,,,,86.89,30.0,0.0,0.0,3.58,0.0,6,hitl
5,2026-01-11 07:15,supplier_1,supplier,0,920.51,,,,,,,,,,,,,6,hitl
5,2026-01-11 07:15,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
5,2026-01-11 07:15,slaughterhouse_1,slaughterhouse,0,,,,497.0,336.07,,,,,,,,,6,hitl
5,2026-01-11 07:15,wholesaler_1,wholesaler,0,,,,,,166.15,6.4,,,,,,,6,hitl
5,2026-01-11 07:15,retail_1,retail,0,,,,,,,,94.0,30.0,0.0,0.0,3.58,0.0,6,hitl
6,2026-01-11 07:30,supplier_1,supplier,0,919.96,,,,,,,,,,,,,6,hitl
6,2026-01-11 07:30,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
6,2026-01-11 07:30,slaughterhouse_1,slaughterhouse,0,,,,497.0,349.18,,,,,,,,,6,hitl
6,2026-01-11 07:30,wholesaler_1,wholesaler,0,,,,,,163.58,6.4,,,,,,,6,hitl
6,2026-01-11 07:30,retail_1,retail,0,,,,,,,,93.04,30.0,0.0,0.0,3.58,0.0,6,hitl
7,2026-01-11 07:45,supplier_1,supplier,0,918.99,,,,,,,,,,,,,6,hitl
7,2026-01-11 07:45,farm_1,farm,0,,786.0,0.021,,,,,,,,,,,6,hitl
