tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-06-16 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.784,0.884,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.88) — pendekatan lebih konservatif,84
36,2026-06-16 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.767,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",84
36,2026-06-16 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.317,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",84
160,2026-06-17 22:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.502,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,84
160,2026-06-17 22:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.846,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",84
360,2026-06-20 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.386,0.944,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.94) — pendekatan lebih konservatif,84
360,2026-06-20 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.537,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",84
360,2026-06-20 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.303,0.808,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.81) — pendekatan lebih konservatif,84
432,2026-06-20 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.816,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",84
432,2026-06-20 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.709,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",84
432,2026-06-20 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.172,0.686,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.69) — pendekatan lebih konservatif,84
