tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-09 06:00,supplier_1,supplier,0,865.35,,,,,,,,,,,,,65,hitl
0,2026-05-09 06:00,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
0,2026-05-09 06:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,316.47,,,,,,,,,65,hitl
0,2026-05-09 06:00,wholesaler_1,wholesaler,0,,,,,,158.39,3.7,,,,,,,65,hitl
0,2026-05-09 06:00,retail_1,retail,0,,,,,,,,87.58,30.0,0.0,0.0,2.8,0.0,65,hitl
1,2026-05-09 06:15,supplier_1,supplier,0,863.97,,,,,,,,,,,,,65,hitl
1,2026-05-09 06:15,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
1,2026-05-09 06:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,329.94,,,,,,,,,65,hitl
1,2026-05-09 06:15,wholesaler_1,wholesaler,0,,,,,,180.51,3.7,,,,,,,65,hitl
1,2026-05-09 06:15,retail_1,retail,0,,,,,,,,94.89,30.0,0.0,0.0,2.8,0.0,65,hitl
2,2026-05-09 06:30,supplier_1,supplier,0,862.78,,,,,,,,,,,,,65,hitl
2,2026-05-09 06:30,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
2,2026-05-09 06:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,343.02,,,,,,,,,65,hitl
2,2026-05-09 06:30,wholesaler_1,wholesaler,0,,,,,,178.0,3.7,,,,,,,65,hitl
2,2026-05-09 06:30,retail_1,retail,0,,,,,,,,94.25,30.0,0.0,0.0,2.8,0.0,65,hitl
3,2026-05-09 06:45,supplier_1,supplier,0,861.5,,,,,,,,,,,,,65,hitl
3,2026-05-09 06:45,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
3,2026-05-09 06:45,slaughterhouse_1,slaughterhouse,0,,,,500.0,355.98,,,,,,,,,65,hitl
3,2026-05-09 06:45,wholesaler_1,wholesaler,0,,,,,,176.26,3.7,,,,,,,65,hitl
3,2026-05-09 06:45,retail_1,retail,0,,,,,,,,93.62,30.0,0.0,0.0,2.8,0.0,65,hitl
4,2026-05-09 07:00,supplier_1,supplier,0,860.48,,,,,,,,,,,,,65,hitl
4,2026-05-09 07:00,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
4,2026-05-09 07:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,370.0,,,,,,,,,65,hitl
4,2026-05-09 07:00,wholesaler_1,wholesaler,0,,,,,,166.01,3.7,,,,,,,65,hitl
4,2026-05-09 07:00,retail_1,retail,0,,,,,,,,92.96,30.0,0.0,0.0,2.8,0.0,65,hitl
5,2026-05-09 07:15,supplier_1,supplier,0,859.08,,,,,,,,,,,,,65,hitl
5,2026-05-09 07:15,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
5,2026-05-09 07:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,383.82,,,,,,,,,65,hitl
5,2026-05-09 07:15,wholesaler_1,wholesaler,0,,,,,,163.8,3.7,,,,,,,65,hitl
5,2026-05-09 07:15,retail_1,retail,0,,,,,,,,100.22,30.0,0.0,0.0,2.8,0.0,65,hitl
6,2026-05-09 07:30,supplier_1,supplier,0,857.67,,,,,,,,,,,,,65,hitl
6,2026-05-09 07:30,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,65,hitl
