tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-04-21 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.13,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,56
36,2026-04-21 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.42,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",56
36,2026-04-21 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,override,0.099,0.4,1,reorder_request +20,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,56
72,2026-04-22 00:00,wholesaler,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,accept,0.729,1.0,1,reorder_point ×1.10,"Distribution Manager menerima rekomendasi coordinator (R14, urgency=normal)",56
72,2026-04-22 00:00,retail,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,override,0.251,0.4,2,reorder_request +25; demand_estimate ×1.10,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,56
72,2026-04-22 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.66,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",56
72,2026-04-22 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.821,0.941,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager memodifikasi instruksi (faktor=0.94) — pendekatan lebih konservatif,56
72,2026-04-22 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.25,0.709,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.71) — pendekatan lebih konservatif,56
144,2026-04-22 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.143,0.924,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.92) — pendekatan lebih konservatif,56
144,2026-04-22 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,1.049,0.847,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager memodifikasi instruksi (faktor=0.85) — pendekatan lebih konservatif,56
144,2026-04-22 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,override,0.153,0.4,2,reorder_request +30; safety_stock ×1.10,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,56
216,2026-04-23 12:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.313,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",56
216,2026-04-23 12:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.196,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",56
216,2026-04-23 12:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.456,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",56
