tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-03 06:00,supplier_1,supplier,0,864.2,,,,,,,,,,,,,62,hitl
0,2026-05-03 06:00,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
0,2026-05-03 06:00,slaughterhouse_1,slaughterhouse,0,,,,395.0,254.43,,,,,,,,,62,hitl
0,2026-05-03 06:00,wholesaler_1,wholesaler,0,,,,,,156.26,0.0,,,,,,,62,hitl
0,2026-05-03 06:00,retail_1,retail,0,,,,,,,,85.05,30.0,0.0,0.0,3.17,0.0,62,hitl
1,2026-05-03 06:15,supplier_1,supplier,0,863.1,,,,,,,,,,,,,62,hitl
1,2026-05-03 06:15,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
1,2026-05-03 06:15,slaughterhouse_1,slaughterhouse,0,,,,395.0,265.75,,,,,,,,,62,hitl
1,2026-05-03 06:15,wholesaler_1,wholesaler,0,,,,,,177.26,0.0,,,,,,,62,hitl
1,2026-05-03 06:15,retail_1,retail,0,,,,,,,,92.19,30.0,0.0,0.0,3.17,0.0,62,hitl
2,2026-05-03 06:30,supplier_1,supplier,0,862.12,,,,,,,,,,,,,62,hitl
2,2026-05-03 06:30,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
2,2026-05-03 06:30,slaughterhouse_1,slaughterhouse,0,,,,395.0,276.01,,,,,,,,,62,hitl
2,2026-05-03 06:30,wholesaler_1,wholesaler,0,,,,,,175.08,0.0,,,,,,,62,hitl
2,2026-05-03 06:30,retail_1,retail,0,,,,,,,,91.46,30.0,0.0,0.0,3.17,0.0,62,hitl
3,2026-05-03 06:45,supplier_1,supplier,0,860.83,,,,,,,,,,,,,62,hitl
3,2026-05-03 06:45,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
3,2026-05-03 06:45,slaughterhouse_1,slaughterhouse,0,,,,395.0,287.54,,,,,,,,,62,hitl
3,2026-05-03 06:45,wholesaler_1,wholesaler,0,,,,,,173.24,0.0,,,,,,,62,hitl
3,2026-05-03 06:45,retail_1,retail,0,,,,,,,,90.71,30.0,0.0,0.0,3.17,0.0,62,hitl
4,2026-05-03 07:00,supplier_1,supplier,0,859.49,,,,,,,,,,,,,62,hitl
4,2026-05-03 07:00,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
4,2026-05-03 07:00,slaughterhouse_1,slaughterhouse,0,,,,395.0,298.38,,,,,,,,,62,hitl
4,2026-05-03 07:00,wholesaler_1,wholesaler,0,,,,,,163.36,0.0,,,,,,,62,hitl
4,2026-05-03 07:00,retail_1,retail,0,,,,,,,,89.92,30.0,0.0,0.0,3.17,0.0,62,hitl
5,2026-05-03 07:15,supplier_1,supplier,0,858.89,,,,,,,,,,,,,62,hitl
5,2026-05-03 07:15,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
5,2026-05-03 07:15,slaughterhouse_1,slaughterhouse,0,,,,395.0,309.39,,,,,,,,,62,hitl
5,2026-05-03 07:15,wholesaler_1,wholesaler,0,,,,,,161.29,0.0,,,,,,,62,hitl
5,2026-05-03 07:15,retail_1,retail,0,,,,,,,,97.13,30.0,0.0,0.0,3.17,0.0,62,hitl
6,2026-05-03 07:30,supplier_1,supplier,0,858.26,,,,,,,,,,,,,62,hitl
6,2026-05-03 07:30,farm_1,farm,0,,756.0,0.0226,,,,,,,,,,,62,hitl
6,2026-05-03 07:30,slaughterhouse_1,slaughterhouse,0,,,,395.0,320.27,,,,,,,,,62,hitl
6,2026-05-03 07:30,wholesaler_1,wholesaler,0,,,,,,158.53,0.0,,,,,,,62,hitl
