tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-31 06:00,supplier_1,supplier,0,863.53,,,,,,,,,,,,,76,hitl
0,2026-05-31 06:00,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
0,2026-05-31 06:00,slaughterhouse_1,slaughterhouse,0,,,,392.0,219.01,,,,,,,,,76,hitl
0,2026-05-31 06:00,wholesaler_1,wholesaler,0,,,,,,165.18,0.0,,,,,,,76,hitl
0,2026-05-31 06:00,retail_1,retail,0,,,,,,,,80.58,30.0,0.0,0.0,11.61,0.0,76,hitl
1,2026-05-31 06:15,supplier_1,supplier,0,862.29,,,,,,,,,,,,,76,hitl
1,2026-05-31 06:15,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
1,2026-05-31 06:15,slaughterhouse_1,slaughterhouse,0,,,,392.0,230.0,,,,,,,,,76,hitl
1,2026-05-31 06:15,wholesaler_1,wholesaler,0,,,,,,186.63,0.0,,,,,,,76,hitl
1,2026-05-31 06:15,retail_1,retail,0,,,,,,,,85.56,30.0,0.0,0.0,11.61,0.0,76,hitl
2,2026-05-31 06:30,supplier_1,supplier,0,861.1,,,,,,,,,,,,,76,hitl
2,2026-05-31 06:30,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
2,2026-05-31 06:30,slaughterhouse_1,slaughterhouse,0,,,,392.0,240.84,,,,,,,,,76,hitl
2,2026-05-31 06:30,wholesaler_1,wholesaler,0,,,,,,184.63,0.0,,,,,,,76,hitl
2,2026-05-31 06:30,retail_1,retail,0,,,,,,,,83.0,30.0,0.0,0.0,11.61,0.0,76,hitl
3,2026-05-31 06:45,supplier_1,supplier,0,860.29,,,,,,,,,,,,,76,hitl
3,2026-05-31 06:45,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
3,2026-05-31 06:45,slaughterhouse_1,slaughterhouse,0,,,,392.0,251.46,,,,,,,,,76,hitl
3,2026-05-31 06:45,wholesaler_1,wholesaler,0,,,,,,182.5,0.0,,,,,,,76,hitl
3,2026-05-31 06:45,retail_1,retail,0,,,,,,,,79.82,30.0,0.0,0.0,11.61,0.0,76,hitl
4,2026-05-31 07:00,supplier_1,supplier,0,859.41,,,,,,,,,,,,,76,hitl
4,2026-05-31 07:00,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
4,2026-05-31 07:00,slaughterhouse_1,slaughterhouse,0,,,,392.0,261.56,,,,,,,,,76,hitl
4,2026-05-31 07:00,wholesaler_1,wholesaler,0,,,,,,172.93,0.0,,,,,,,76,hitl
4,2026-05-31 07:00,retail_1,retail,0,,,,,,,,76.79,30.0,0.0,0.0,11.61,0.0,76,hitl
5,2026-05-31 07:15,supplier_1,supplier,0,858.18,,,,,,,,,,,,,76,hitl
5,2026-05-31 07:15,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
5,2026-05-31 07:15,slaughterhouse_1,slaughterhouse,0,,,,392.0,271.63,,,,,,,,,76,hitl
5,2026-05-31 07:15,wholesaler_1,wholesaler,0,,,,,,170.82,0.0,,,,,,,76,hitl
5,2026-05-31 07:15,retail_1,retail,0,,,,,,,,81.63,30.0,0.0,0.0,11.61,0.0,76,hitl
6,2026-05-31 07:30,supplier_1,supplier,0,856.89,,,,,,,,,,,,,76,hitl
6,2026-05-31 07:30,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
6,2026-05-31 07:30,slaughterhouse_1,slaughterhouse,0,,,,392.0,281.77,,,,,,,,,76,hitl
6,2026-05-31 07:30,wholesaler_1,wholesaler,0,,,,,,168.58,0.0,,,,,,,76,hitl
6,2026-05-31 07:30,retail_1,retail,0,,,,,,,,78.87,30.0,0.0,0.0,11.61,0.0,76,hitl
7,2026-05-31 07:45,supplier_1,supplier,0,856.09,,,,,,,,,,,,,76,hitl
7,2026-05-31 07:45,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
7,2026-05-31 07:45,slaughterhouse_1,slaughterhouse,0,,,,392.0,292.36,,,,,,,,,76,hitl
7,2026-05-31 07:45,wholesaler_1,wholesaler,0,,,,,,166.19,0.0,,,,,,,76,hitl
7,2026-05-31 07:45,retail_1,retail,0,,,,,,,,75.72,30.0,0.0,0.0,11.61,0.0,76,hitl
8,2026-05-31 08:00,supplier_1,supplier,0,854.78,,,,,,,,,,,,,76,hitl
8,2026-05-31 08:00,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
8,2026-05-31 08:00,slaughterhouse_1,slaughterhouse,0,,,,392.0,279.75,,,,,,,,,76,hitl
8,2026-05-31 08:00,wholesaler_1,wholesaler,0,,,,,,156.57,0.0,,,,,,,76,hitl
8,2026-05-31 08:00,retail_1,retail,0,,,,,,,,72.6,30.0,0.0,0.0,11.61,0.0,76,hitl
9,2026-05-31 08:15,supplier_1,supplier,0,853.69,,,,,,,,,,,,,76,hitl
9,2026-05-31 08:15,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
9,2026-05-31 08:15,slaughterhouse_1,slaughterhouse,0,,,,392.0,290.03,,,,,,,,,76,hitl
9,2026-05-31 08:15,wholesaler_1,wholesaler,0,,,,,,178.34,0.0,,,,,,,76,hitl
9,2026-05-31 08:15,retail_1,retail,0,,,,,,,,77.7,30.0,0.0,0.0,11.61,0.0,76,hitl
10,2026-05-31 08:30,supplier_1,supplier,0,852.77,,,,,,,,,,,,,76,hitl
10,2026-05-31 08:30,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
10,2026-05-31 08:30,slaughterhouse_1,slaughterhouse,0,,,,392.0,300.57,,,,,,,,,76,hitl
10,2026-05-31 08:30,wholesaler_1,wholesaler,0,,,,,,175.93,0.0,,,,,,,76,hitl
10,2026-05-31 08:30,retail_1,retail,0,,,,,,,,74.6,30.0,0.0,0.0,11.61,0.0,76,hitl
11,2026-05-31 08:45,supplier_1,supplier,0,851.75,,,,,,,,,,,,,76,hitl
11,2026-05-31 08:45,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
11,2026-05-31 08:45,slaughterhouse_1,slaughterhouse,0,,,,392.0,310.66,,,,,,,,,76,hitl
11,2026-05-31 08:45,wholesaler_1,wholesaler,0,,,,,,173.95,0.0,,,,,,,76,hitl
11,2026-05-31 08:45,retail_1,retail,0,,,,,,,,71.6,30.0,0.0,0.0,11.61,0.0,76,hitl
12,2026-05-31 09:00,supplier_1,supplier,0,850.68,,,,,,,,,,,,,76,hitl
12,2026-05-31 09:00,farm_1,farm,0,,772.0,0.0203,,,,,,,,,,,76,hitl
