tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-07-06 06:00,supplier_1,supplier,0,878.87,,,,,,,,,,,,,94,hitl
0,2026-07-06 06:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
0,2026-07-06 06:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,303.04,,,,,,,,,94,hitl
0,2026-07-06 06:00,wholesaler_1,wholesaler,0,,,,,,162.73,6.4,,,,,,,94,hitl
0,2026-07-06 06:00,retail_1,retail,0,,,,,,,,87.53,30.0,0.0,0.0,2.8,0.0,94,hitl
1,2026-07-06 06:15,supplier_1,supplier,0,877.62,,,,,,,,,,,,,94,hitl
1,2026-07-06 06:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
1,2026-07-06 06:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,315.55,,,,,,,,,94,hitl
1,2026-07-06 06:15,wholesaler_1,wholesaler,0,,,,,,184.2,6.4,,,,,,,94,hitl
1,2026-07-06 06:15,retail_1,retail,0,,,,,,,,94.75,30.0,0.0,0.0,2.8,0.0,94,hitl
2,2026-07-06 06:30,supplier_1,supplier,0,876.62,,,,,,,,,,,,,94,hitl
2,2026-07-06 06:30,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
2,2026-07-06 06:30,slaughterhouse_1,slaughterhouse,0,,,,489.0,329.94,,,,,,,,,94,hitl
2,2026-07-06 06:30,wholesaler_1,wholesaler,0,,,,,,181.43,6.4,,,,,,,94,hitl
2,2026-07-06 06:30,retail_1,retail,0,,,,,,,,94.01,30.0,0.0,0.0,2.8,0.0,94,hitl
3,2026-07-06 06:45,supplier_1,supplier,0,875.46,,,,,,,,,,,,,94,hitl
3,2026-07-06 06:45,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
3,2026-07-06 06:45,slaughterhouse_1,slaughterhouse,0,,,,489.0,343.34,,,,,,,,,94,hitl
3,2026-07-06 06:45,wholesaler_1,wholesaler,0,,,,,,179.36,6.4,,,,,,,94,hitl
3,2026-07-06 06:45,retail_1,retail,0,,,,,,,,93.39,30.0,0.0,0.0,2.8,0.0,94,hitl
4,2026-07-06 07:00,supplier_1,supplier,0,874.1,,,,,,,,,,,,,94,hitl
4,2026-07-06 07:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
4,2026-07-06 07:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,357.89,,,,,,,,,94,hitl
4,2026-07-06 07:00,wholesaler_1,wholesaler,0,,,,,,168.99,6.4,,,,,,,94,hitl
4,2026-07-06 07:00,retail_1,retail,0,,,,,,,,92.76,30.0,0.0,0.0,2.8,0.0,94,hitl
5,2026-07-06 07:15,supplier_1,supplier,0,873.34,,,,,,,,,,,,,94,hitl
5,2026-07-06 07:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
5,2026-07-06 07:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,371.29,,,,,,,,,94,hitl
5,2026-07-06 07:15,wholesaler_1,wholesaler,0,,,,,,166.72,6.4,,,,,,,94,hitl
5,2026-07-06 07:15,retail_1,retail,0,,,,,,,,100.06,30.0,0.0,0.0,2.8,0.0,94,hitl
6,2026-07-06 07:30,supplier_1,supplier,0,872.7,,,,,,,,,,,,,94,hitl
6,2026-07-06 07:30,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
6,2026-07-06 07:30,slaughterhouse_1,slaughterhouse,0,,,,489.0,383.76,,,,,,,,,94,hitl
6,2026-07-06 07:30,wholesaler_1,wholesaler,0,,,,,,165.14,6.4,,,,,,,94,hitl
6,2026-07-06 07:30,retail_1,retail,0,,,,,,,,99.32,30.0,0.0,0.0,2.8,0.0,94,hitl
7,2026-07-06 07:45,supplier_1,supplier,0,872.17,,,,,,,,,,,,,94,hitl
7,2026-07-06 07:45,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
7,2026-07-06 07:45,slaughterhouse_1,slaughterhouse,0,,,,489.0,397.73,,,,,,,,,94,hitl
7,2026-07-06 07:45,wholesaler_1,wholesaler,0,,,,,,162.58,6.4,,,,,,,94,hitl
7,2026-07-06 07:45,retail_1,retail,0,,,,,,,,98.62,30.0,0.0,0.0,2.8,0.0,94,hitl
8,2026-07-06 08:00,supplier_1,supplier,0,870.94,,,,,,,,,,,,,94,hitl
8,2026-07-06 08:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
8,2026-07-06 08:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,376.0,,,,,,,,,94,hitl
8,2026-07-06 08:00,wholesaler_1,wholesaler,0,,,,,,153.21,6.4,,,,,,,94,hitl
8,2026-07-06 08:00,retail_1,retail,0,,,,,,,,97.92,30.0,0.0,0.0,2.8,0.0,94,hitl
9,2026-07-06 08:15,supplier_1,supplier,0,869.96,,,,,,,,,,,,,94,hitl
9,2026-07-06 08:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
9,2026-07-06 08:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,389.07,,,,,,,,,94,hitl
9,2026-07-06 08:15,wholesaler_1,wholesaler,0,,,,,,174.71,6.4,,,,,,,94,hitl
9,2026-07-06 08:15,retail_1,retail,0,,,,,,,,104.32,30.0,0.0,0.0,2.8,0.0,94,hitl
10,2026-07-06 08:30,supplier_1,supplier,0,868.55,,,,,,,,,,,,,94,hitl
10,2026-07-06 08:30,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
10,2026-07-06 08:30,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
10,2026-07-06 08:30,wholesaler_1,wholesaler,0,,,,,,171.83,6.4,,,,,,,94,hitl
10,2026-07-06 08:30,retail_1,retail,0,,,,,,,,103.6,30.0,0.0,0.0,2.8,0.0,94,hitl
11,2026-07-06 08:45,supplier_1,supplier,0,867.5,,,,,,,,,,,,,94,hitl
11,2026-07-06 08:45,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
11,2026-07-06 08:45,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
11,2026-07-06 08:45,wholesaler_1,wholesaler,0,,,,,,169.27,6.4,,,,,,,94,hitl
11,2026-07-06 08:45,retail_1,retail,0,,,,,,,,102.97,30.0,0.0,0.0,2.8,0.0,94,hitl
12,2026-07-06 09:00,supplier_1,supplier,0,866.87,,,,,,,,,,,,,94,hitl
12,2026-07-06 09:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
12,2026-07-06 09:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
12,2026-07-06 09:00,wholesaler_1,wholesaler,0,,,,,,164.13,6.4,,,,,,,94,hitl
12,2026-07-06 09:00,retail_1,retail,0,,,,,,,,102.24,30.0,0.0,0.0,2.8,0.0,94,hitl
13,2026-07-06 09:15,supplier_1,supplier,0,865.67,,,,,,,,,,,,,94,hitl
13,2026-07-06 09:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
13,2026-07-06 09:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
13,2026-07-06 09:15,wholesaler_1,wholesaler,0,,,,,,162.54,6.4,,,,,,,94,hitl
13,2026-07-06 09:15,retail_1,retail,0,,,,,,,,104.31,30.0,0.0,0.0,2.8,0.0,94,hitl
14,2026-07-06 09:30,supplier_1,supplier,0,864.88,,,,,,,,,,,,,94,hitl
14,2026-07-06 09:30,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
14,2026-07-06 09:30,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
14,2026-07-06 09:30,wholesaler_1,wholesaler,0,,,,,,160.86,6.4,,,,,,,94,hitl
14,2026-07-06 09:30,retail_1,retail,0,,,,,,,,103.55,30.0,0.0,0.0,2.8,0.0,94,hitl
15,2026-07-06 09:45,supplier_1,supplier,0,864.31,,,,,,,,,,,,,94,hitl
15,2026-07-06 09:45,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
15,2026-07-06 09:45,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
15,2026-07-06 09:45,wholesaler_1,wholesaler,0,,,,,,158.36,6.4,,,,,,,94,hitl
15,2026-07-06 09:45,retail_1,retail,0,,,,,,,,102.91,30.0,0.0,0.0,2.8,0.0,94,hitl
16,2026-07-06 10:00,supplier_1,supplier,0,863.74,,,,,,,,,,,,,94,hitl
16,2026-07-06 10:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
16,2026-07-06 10:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,376.0,,,,,,,,,94,hitl
16,2026-07-06 10:00,wholesaler_1,wholesaler,0,,,,,,153.67,6.4,,,,,,,94,hitl
16,2026-07-06 10:00,retail_1,retail,0,,,,,,,,102.15,30.0,0.0,0.0,2.8,0.0,94,hitl
17,2026-07-06 10:15,supplier_1,supplier,0,862.86,,,,,,,,,,,,,94,hitl
17,2026-07-06 10:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
17,2026-07-06 10:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,390.65,,,,,,,,,94,hitl
17,2026-07-06 10:15,wholesaler_1,wholesaler,0,,,,,,175.14,6.4,,,,,,,94,hitl
17,2026-07-06 10:15,retail_1,retail,0,,,,,,,,104.24,30.0,0.0,0.0,2.8,0.0,94,hitl
18,2026-07-06 10:30,supplier_1,supplier,0,862.04,,,,,,,,,,,,,94,hitl
18,2026-07-06 10:30,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
18,2026-07-06 10:30,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
18,2026-07-06 10:30,wholesaler_1,wholesaler,0,,,,,,172.75,6.4,,,,,,,94,hitl
18,2026-07-06 10:30,retail_1,retail,0,,,,,,,,103.52,30.0,0.0,0.0,2.8,0.0,94,hitl
19,2026-07-06 10:45,supplier_1,supplier,0,860.67,,,,,,,,,,,,,94,hitl
19,2026-07-06 10:45,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
19,2026-07-06 10:45,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
19,2026-07-06 10:45,wholesaler_1,wholesaler,0,,,,,,170.25,6.4,,,,,,,94,hitl
19,2026-07-06 10:45,retail_1,retail,0,,,,,,,,102.86,30.0,0.0,0.0,2.8,0.0,94,hitl
20,2026-07-06 11:00,supplier_1,supplier,0,860.02,,,,,,,,,,,,,94,hitl
20,2026-07-06 11:00,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
20,2026-07-06 11:00,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
20,2026-07-06 11:00,wholesaler_1,wholesaler,0,,,,,,164.54,6.4,,,,,,,94,hitl
20,2026-07-06 11:00,retail_1,retail,0,,,,,,,,102.18,30.0,0.0,0.0,2.8,0.0,94,hitl
21,2026-07-06 11:15,supplier_1,supplier,0,858.86,,,,,,,,,,,,,94,hitl
21,2026-07-06 11:15,farm_1,farm,0,,742.0,0.0223,,,,,,,,,,,94,hitl
21,2026-07-06 11:15,slaughterhouse_1,slaughterhouse,0,,,,489.0,400.0,,,,,,,,,94,hitl
21,2026-07-06 11:15,wholesaler_1,wholesaler,0,,,,,,161.85,6.4,,,,,,,94,hitl
21,2026-07-06 11:15,retail_1,retail,0,,,,,,,,104.35,30.0,0.0,0.0,2.8,0.0,94,hitl
22,2026-07-06 11:30,supplier_1,supplier,0,858.04,,,,,,,,,,,,,94,hitl
