tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-07 06:00,supplier_1,supplier,0,971.45,,,,,,,,,,,,,64,hitl
0,2026-05-07 06:00,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
0,2026-05-07 06:00,slaughterhouse_1,slaughterhouse,0,,,,416.0,233.11,,,,,,,,,64,hitl
0,2026-05-07 06:00,wholesaler_1,wholesaler,0,,,,,,158.64,3.7,,,,,,,64,hitl
0,2026-05-07 06:00,retail_1,retail,0,,,,,,,,85.09,30.0,0.0,0.0,3.17,0.0,64,hitl
1,2026-05-07 06:15,supplier_1,supplier,0,970.42,,,,,,,,,,,,,64,hitl
1,2026-05-07 06:15,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
1,2026-05-07 06:15,slaughterhouse_1,slaughterhouse,0,,,,416.0,243.75,,,,,,,,,64,hitl
1,2026-05-07 06:15,wholesaler_1,wholesaler,0,,,,,,179.72,3.7,,,,,,,64,hitl
1,2026-05-07 06:15,retail_1,retail,0,,,,,,,,92.3,30.0,0.0,0.0,3.17,0.0,64,hitl
2,2026-05-07 06:30,supplier_1,supplier,0,969.25,,,,,,,,,,,,,64,hitl
2,2026-05-07 06:30,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
2,2026-05-07 06:30,slaughterhouse_1,slaughterhouse,0,,,,416.0,255.03,,,,,,,,,64,hitl
2,2026-05-07 06:30,wholesaler_1,wholesaler,0,,,,,,176.9,3.7,,,,,,,64,hitl
2,2026-05-07 06:30,retail_1,retail,0,,,,,,,,91.46,30.0,0.0,0.0,3.17,0.0,64,hitl
3,2026-05-07 06:45,supplier_1,supplier,0,968.19,,,,,,,,,,,,,64,hitl
3,2026-05-07 06:45,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
3,2026-05-07 06:45,slaughterhouse_1,slaughterhouse,0,,,,416.0,266.15,,,,,,,,,64,hitl
3,2026-05-07 06:45,wholesaler_1,wholesaler,0,,,,,,174.32,3.7,,,,,,,64,hitl
3,2026-05-07 06:45,retail_1,retail,0,,,,,,,,90.59,30.0,0.0,0.0,3.17,0.0,64,hitl
4,2026-05-07 07:00,supplier_1,supplier,0,967.12,,,,,,,,,,,,,64,hitl
4,2026-05-07 07:00,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
4,2026-05-07 07:00,slaughterhouse_1,slaughterhouse,0,,,,416.0,276.98,,,,,,,,,64,hitl
4,2026-05-07 07:00,wholesaler_1,wholesaler,0,,,,,,163.73,3.7,,,,,,,64,hitl
4,2026-05-07 07:00,retail_1,retail,0,,,,,,,,89.85,30.0,0.0,0.0,3.17,0.0,64,hitl
5,2026-05-07 07:15,supplier_1,supplier,0,965.94,,,,,,,,,,,,,64,hitl
5,2026-05-07 07:15,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
5,2026-05-07 07:15,slaughterhouse_1,slaughterhouse,0,,,,416.0,288.72,,,,,,,,,64,hitl
5,2026-05-07 07:15,wholesaler_1,wholesaler,0,,,,,,160.88,3.7,,,,,,,64,hitl
5,2026-05-07 07:15,retail_1,retail,0,,,,,,,,97.12,30.0,0.0,0.0,3.17,0.0,64,hitl
6,2026-05-07 07:30,supplier_1,supplier,0,965.31,,,,,,,,,,,,,64,hitl
6,2026-05-07 07:30,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
6,2026-05-07 07:30,slaughterhouse_1,slaughterhouse,0,,,,416.0,299.67,,,,,,,,,64,hitl
6,2026-05-07 07:30,wholesaler_1,wholesaler,0,,,,,,158.31,3.7,,,,,,,64,hitl
6,2026-05-07 07:30,retail_1,retail,0,,,,,,,,96.24,30.0,0.0,0.0,3.17,0.0,64,hitl
7,2026-05-07 07:45,supplier_1,supplier,0,963.98,,,,,,,,,,,,,64,hitl
7,2026-05-07 07:45,farm_1,farm,0,,772.0,0.0156,,,,,,,,,,,64,hitl
7,2026-05-07 07:45,slaughterhouse_1,slaughterhouse,0,,,,416.0,312.12,,,,,,,,,64,hitl
7,2026-05-07 07:45,wholesaler_1,wholesaler,0,,,,,,155.35,3.7,,,,,,,64,hitl
7,2026-05-07 07:45,retail_1,retail,0,,,,,,,,95.5,30.0,0.0,0.0,3.17,0.0,64,hitl
8,2026-05-07 08:00,supplier_1,supplier,0,963.29,,,,,,,,,,,,,64,hitl
