tick,timestamp,node_id,node_type,disrupted,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id,mode
0,2026-05-19 06:00,supplier_1,supplier,0,970.62,,,,,,,,,,,,,70,hitl
0,2026-05-19 06:00,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
0,2026-05-19 06:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,295.02,,,,,,,,,70,hitl
0,2026-05-19 06:00,wholesaler_1,wholesaler,0,,,,,,156.32,8.3,,,,,,,70,hitl
0,2026-05-19 06:00,retail_1,retail,0,,,,,,,,87.52,30.0,0.0,0.0,2.8,0.0,70,hitl
1,2026-05-19 06:15,supplier_1,supplier,0,969.85,,,,,,,,,,,,,70,hitl
1,2026-05-19 06:15,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
1,2026-05-19 06:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,308.8,,,,,,,,,70,hitl
1,2026-05-19 06:15,wholesaler_1,wholesaler,0,,,,,,177.86,8.3,,,,,,,70,hitl
1,2026-05-19 06:15,retail_1,retail,0,,,,,,,,94.77,30.0,0.0,0.0,2.8,0.0,70,hitl
2,2026-05-19 06:30,supplier_1,supplier,0,968.72,,,,,,,,,,,,,70,hitl
2,2026-05-19 06:30,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
2,2026-05-19 06:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,323.79,,,,,,,,,70,hitl
2,2026-05-19 06:30,wholesaler_1,wholesaler,0,,,,,,175.42,8.3,,,,,,,70,hitl
2,2026-05-19 06:30,retail_1,retail,0,,,,,,,,94.15,30.0,0.0,0.0,2.8,0.0,70,hitl
3,2026-05-19 06:45,supplier_1,supplier,0,967.6,,,,,,,,,,,,,70,hitl
3,2026-05-19 06:45,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
3,2026-05-19 06:45,slaughterhouse_1,slaughterhouse,0,,,,500.0,338.26,,,,,,,,,70,hitl
3,2026-05-19 06:45,wholesaler_1,wholesaler,0,,,,,,173.76,8.3,,,,,,,70,hitl
3,2026-05-19 06:45,retail_1,retail,0,,,,,,,,93.45,30.0,0.0,0.0,2.8,0.0,70,hitl
4,2026-05-19 07:00,supplier_1,supplier,0,966.47,,,,,,,,,,,,,70,hitl
4,2026-05-19 07:00,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
4,2026-05-19 07:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,351.27,,,,,,,,,70,hitl
4,2026-05-19 07:00,wholesaler_1,wholesaler,0,,,,,,163.82,8.3,,,,,,,70,hitl
4,2026-05-19 07:00,retail_1,retail,0,,,,,,,,92.82,30.0,0.0,0.0,2.8,0.0,70,hitl
5,2026-05-19 07:15,supplier_1,supplier,0,965.3,,,,,,,,,,,,,70,hitl
5,2026-05-19 07:15,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
5,2026-05-19 07:15,slaughterhouse_1,slaughterhouse,0,,,,500.0,365.19,,,,,,,,,70,hitl
5,2026-05-19 07:15,wholesaler_1,wholesaler,0,,,,,,161.44,8.3,,,,,,,70,hitl
5,2026-05-19 07:15,retail_1,retail,0,,,,,,,,100.13,30.0,0.0,0.0,2.8,0.0,70,hitl
6,2026-05-19 07:30,supplier_1,supplier,0,964.07,,,,,,,,,,,,,70,hitl
6,2026-05-19 07:30,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
6,2026-05-19 07:30,slaughterhouse_1,slaughterhouse,0,,,,500.0,378.38,,,,,,,,,70,hitl
6,2026-05-19 07:30,wholesaler_1,wholesaler,0,,,,,,158.85,8.3,,,,,,,70,hitl
6,2026-05-19 07:30,retail_1,retail,0,,,,,,,,99.38,30.0,0.0,0.0,2.8,0.0,70,hitl
7,2026-05-19 07:45,supplier_1,supplier,0,963.02,,,,,,,,,,,,,70,hitl
7,2026-05-19 07:45,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
7,2026-05-19 07:45,slaughterhouse_1,slaughterhouse,0,,,,500.0,391.18,,,,,,,,,70,hitl
7,2026-05-19 07:45,wholesaler_1,wholesaler,0,,,,,,156.48,8.3,,,,,,,70,hitl
7,2026-05-19 07:45,retail_1,retail,0,,,,,,,,98.67,30.0,0.0,0.0,2.8,0.0,70,hitl
8,2026-05-19 08:00,supplier_1,supplier,0,961.97,,,,,,,,,,,,,70,hitl
8,2026-05-19 08:00,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
8,2026-05-19 08:00,slaughterhouse_1,slaughterhouse,0,,,,500.0,376.0,,,,,,,,,70,hitl
8,2026-05-19 08:00,wholesaler_1,wholesaler,0,,,,,,147.42,8.3,,,,,,,70,hitl
8,2026-05-19 08:00,retail_1,retail,0,,,,,,,,97.93,30.0,0.0,0.0,2.8,0.0,70,hitl
9,2026-05-19 08:15,supplier_1,supplier,0,960.59,,,,,,,,,,,,,70,hitl
9,2026-05-19 08:15,farm_1,farm,0,,766.0,0.02,,,,,,,,,,,70,hitl
