tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-02-06 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.175,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,19
36,2026-02-06 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.418,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",19
36,2026-02-06 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.13,0.999,1,reorder_request +20,Store Manager memodifikasi instruksi (faktor=1.00) — pendekatan lebih konservatif,19
72,2026-02-07 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.527,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
72,2026-02-07 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.347,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",19
72,2026-02-07 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.157,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",19
144,2026-02-07 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.585,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
144,2026-02-07 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.371,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",19
144,2026-02-07 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.158,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",19
216,2026-02-08 12:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.335,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
216,2026-02-08 12:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.166,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",19
216,2026-02-08 12:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.384,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",19
288,2026-02-09 06:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.842,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
288,2026-02-09 06:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.817,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",19
288,2026-02-09 06:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.204,0.846,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.85) — pendekatan lebih konservatif,19
296,2026-02-09 08:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.67,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
296,2026-02-09 08:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.12,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",19
296,2026-02-09 08:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.226,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",19
360,2026-02-10 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.551,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",19
360,2026-02-10 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,1.304,0.879,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager memodifikasi instruksi (faktor=0.88) — pendekatan lebih konservatif,19
360,2026-02-10 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.35,0.737,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.74) — pendekatan lebih konservatif,19
