tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-05-23 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.322,0.942,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.94) — pendekatan lebih konservatif,72
36,2026-05-23 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.725,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",72
36,2026-05-23 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.166,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",72
160,2026-05-24 22:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.051,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",72
160,2026-05-24 22:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,override,0.249,0.4,1,demand_estimate ×0.95,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,72
267,2026-05-26 00:45,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.551,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",72
267,2026-05-26 00:45,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.451,0.838,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager memodifikasi instruksi (faktor=0.84) — pendekatan lebih konservatif,72
267,2026-05-26 00:45,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.081,0.668,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.67) — pendekatan lebih konservatif,72
396,2026-05-27 09:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.412,0.882,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.88) — pendekatan lebih konservatif,72
396,2026-05-27 09:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.736,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",72
396,2026-05-27 09:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.282,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",72
468,2026-05-28 03:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.479,0.947,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.95) — pendekatan lebih konservatif,72
468,2026-05-28 03:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.894,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",72
468,2026-05-28 03:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.355,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",72
